riddle,choice0,choice1,choice2,choice3,choice4,label
高高山头一蓬葱，团团圈子挂酒盅。 （打一植物）,香蕉,菠萝,橘子,草莓,梨,0
九皋声闻落风前 （中药名）,鹤虱,省头草,臭梧桐,土贝母,大小蓟,2
头戴红缨帽，身穿乌金袍，嘴里喊我公公，手里要发牢骚。 （打一动物）,巨蟒,蛇,蟾蜍,毒虫,蜈蚣,2
每猜必中 （打成语一）,焰火,语妙绝伦,积习,立竿见影,先入为主,1
谜忌直，直则无味 （打一常用成语）,走投无路,其乐无穷,一触即溃,金银满地,有影无踪,1
李逵来了才开船 （打一成语）,圆满结束,捡去,明媒正娶,比上不足，比下有余,立功赎罪,3
贾府 （打成语一）,逆耳之言,刚毅木讷,动怒,宇宙万物,不二法门,4
空壳竹，碎碎叶，给你猜，猜不着。 （打一植物）,芹菜,西兰花,茼蒿,莴苣,胡萝卜,3
二八佳人端酒来 （打一成语）,喜新厌旧,命不该绝,应允,不徇私情,新生力量,0
头戴绿花翎，住在黄土岭，可怜白嫩身，全在土中隐。 （打一植物）,红枣,油菜籽,绿豆,松树,无花果,2
山乡采石工，要把乡貌改。 （打一书名）,吕梁英雄传,呼兰河传,子夜,太平广记,说文,3
离恨做成春夜雨 （打一古籍）,文献通考,音学五书,近思录,楚辞集注,二十四史,2
一载 （打一古代著作）,水浒,述而不作,白于玉,儒家经典,三百篇,4
满身是箭一将军，遇到敌人变球滚。 （打一动物）,一只狼,兔子,刺猬,狗熊,马蜂,2
方梗子，绿叶子，开的蝴蝶花，结的荚果子。 （打一植物）,大头菜,花生,蚕豆,山芋,玉米,4
年四季穿青衫，不长枝叶绿自然；其形好似一只手，未曾修炼亦不凡。 （打一植物）,吊兰,含羞草,盆栽,植物,仙人掌,3
失业者的心愿 （打四字俗语）,落花流水,兹事体大,找不着北,得亏,身手不凡,2
川流不息 （打一小说书名）,奔流,无定河,晋陕峡谷,白龙江,六盘山,0
足不踩蚁 （俗语三字）,跳梁小丑,弃儿,可怜虫,待宰羔羊,孤家寡人,2
分别廿载见君面 （打一报刊名）,莲,海棠,芙蓉,秋月,阆苑,1
林妹妹葬花，楚卞和泣璧。 （打一成语）,懵懵懂懂,鬼使神差,应有尽有,不留余地,走投无路,4
氙氚（打一成语）,傲视苍穹,改天换地,惊涛拍岸,怒发冲冠,气吞山河,4
丰收歌 （打成语一）,和衷共济,成大事者不拘小节,后顾之忧,忘年之交,罔顾,1
陕西山西亚克西 （打一成语）,肉中刺,自我陶醉,六亲不认,也许以后,努力,2
汽车长胳膊，能搬又能挪，专拣重担挑，八方去工作。 （打一物）,电子海图,井绳,白糖,积木,锋霸,1
天津秀才 （打一称谓）,连队,卫生员,后方医院,护士,班长,4
小时候吃得用不得，大时候用得吃不得。 （打一植物）,荞麦,头昏眼晕,刺梨,芨芨草,雏菊,0
盘着像条龙，口吐一点红，飞虫见我怕，一夜无影踪。 （打一物）,长矛,除草剂,铅笔,琵琶,呼噜噜,2
外号听来真别扭 （六字常言）,犯上作乱,以势压人,名不正，言不顺,桓家,服众,2
可爱深红与浅红 （打一成语）,手舞足蹈,乐不可支,眉开眼笑,喜形于色,兴高采烈,3
白衣先生好神气，细腿长长水边立，直嘴尖尖捉鱼虾，闲时拍翅身飞起。 （打一动物）,鸬鹚,鹭鸶,野鸭,白鹤,翠鸟,3
考试忌出高难度 （打一成语）,深不可测,武圣,神出鬼没,老道,顶尖高手,0
咄（打一成语）,同舟共济,冷语冰人,大仁大义,高人一等,老成持重,3
关系学指南 （3字俗称谓一）,三儿,闺女,三儿,二壮,铁蛋,3
小东西，酒瘾大，灌醉主人，它却没啥。 （打一物）,他端,桌子,一饮而尽,含笑,酒杯,2
伴 （打一成语）,平易近人,话不多,随和,温文尔雅,落落大方,0
何谓铁面无私 （电视剧名）,甄嬛传,大侠霍元甲,开创盛世,封神榜,贝贝,1
暂 （打一成语）,唯我独尊,目空一切,盛气凌人,狂妄,自命不凡,4
我有一张琴，琴弦常在腹。任君马上弹，弹尽天下曲。 （打一物）,鞭炮,枉凝眉,邮票,瓷壶,埃及人,0
高高遨游在太空，监视雷电与台风，观测云层和雨雾，资料全给地面用。 （打一科技产物）,静止轨道,气象卫星,气象卫星,直升机,风云四号,1
远看尖尖桃，近看南瓜花，开花又结果，结果又开花。 （打一植物）,黑枣,油菜,菠菜,黄豆芽,蚧壳虫,2
不大不大，浑身净画，背个纸口袋，走遍天下 （物品）,邮票,明信片,贺年卡,小全张,首日封,3
一个小淘气，身上穿红衣，辫子着了火，蹦到半空里。 （打一物）,墙壁,狗熊,连加连减,大刀进行曲,香烟,3
门前冷落车马稀·卷帘格 （商号店招）,阳春面,馄饨,德兴馆,小杨生煎,小杨生煎,3
大开绿灯 （中药名）,白芍,路路通,参三七,兔毛水晶,餐桌上的养生,3
失重 （中药名）,苦参,千里光,夏枯草,泽漆,闹羊花,0
新岁东风第一枝 （打俗语四字）,精神矍铄,七旬,老两口,年过花甲,爷爷,3
一条犁沟走到底 （打一成语）,迂回战术,说不定,草率行事,食不甘味,穷极无聊,0
九重春色 （中药名）,木芙蓉,芍药,野蔷薇,凌霄花,使君子,4
大哥至今仍独身 （打一称谓）,护士,年轻姑娘,女兵,老太太,空嫂,4
各奔前程 （打成语一）,纳谏,始终如一,尽一切可能,一以贯之,专权擅势,1
谨防近视 （打三字俗语）,退堂鼓,有两下子,想不开,同乡,马后炮,2
个个五短身材 （打一成语）,不胜其任,江山入座,兴高采烈,适可而止,妥妥的,0
反主为客 （电视片）,人类文明的开端,宇宙幻想,包罗万象,原子时代,从东方到西方,4
毛曰 （打一成语）,机关算尽,四面楚歌,呼风唤雨,与虎谋皮,翻手为云,1
下旬残月 （打俗语四字）,不见经传,战战兢兢,拉拉扯扯,花心,拉拉扯扯,0
前方紧握两把钳，五毒之首尾巴尖。 （打一动物）,牛头,蛇,蝎子,狼人,蜥蜴,2
两扇门半掩半开，毛小姐在里安排，两光棍常来常去，拐子腿不得进来。 （打一物）,进门,先行者,伙计,农药,河沿,0
破镜重圆 （古代著作）,金牌冰人,义不容情,再生缘,家有仙妻,天涯侠医,2
卧倒（打一成语）,钦佩不已,目瞪口呆,喜出望外,无限崇拜,五体投地,4
诸公禄禄皆余子 （聊斋志异篇目）,郎中,小官人,杨老爷,世兄,大娘子,2
跑道 （打一成语）,闻风而动,老少爷们儿,一传十，十传百,奔走相告,扬眉吐气,3
清香怡人味儿甜，消暑必备利小便。 （打一水果）,油桃,火龙果,青枣,梨,香瓜,4
头顶有角似珊瑚，身上开满小梅花。 （打一动物）,猛犸象,盛夏光年,犀,猪,鸵鸟,2
笑说君王在月宫 （歌曲名）,马儿啊你慢些走,高天上流云,明月千里寄相思,忘尘谷,幸福谣,3
传送密件 （打一常用成语）,不可开交,势均力敌,剑拔弩张,焦头烂额,闹,0
志 （打一称谓）,爱慕,心上人,未婚夫,一往情深,单相思,4
一个公公精神好，一天到晚不睡觉，身体虽小力量大，千人万人推不倒。 （打一物）,木偶,敲鼓,陀螺,秤砣,不倒翁,4
从小是个白丁，长大身穿白绫，走起来君子样，叫起来蛮子声。 （打一动物）,森蚺,蜂鸟,海螺,大蜗牛,斑马,4
穿红着绿背刀枪，有人碰我喊爹娘。 （打一动物）,土球子,天牛郎,黄鼬,刺毛虫,花大姐,3
克于俭省 （打成语一）,三脚猫功夫,不谙世事,视为知己,兹事体大,念念不忘,4
不战而屈人之兵 （汽车品牌一）,捷达,奥迪,别克,帕萨特,途观,0
八千子弟兵·粉底格 （首饰）,怀表,珍珠戒指,腰带,怀表,珍珠戒指,1
方法论 （中药名）,甘草,白术,当归,黄芩,香附,2
空箱变人 （打成语一）,怯弱,知己知彼,笑眯眯,听之任之,一臂之力,3
闲的时候站着，忙的时候躺着，身上没穿衣裤，两头却钉纽扣。 （打一物品）,拉链,吹风机,梭子,茶盘,蹦蹦床,0
到达顶峰 （打成语一）,凉了半截,大展鸿图,游戏笔墨,不相上下,一干二净,3
牵牛话七夕 （打一成语）,糖衣炮弹,哄骗,死心塌地,花言巧语,逢场作戏,4
小时青，长大黄，石头缝里脱衣裳。 （打一植物）,黄精,凤仙,野菊,苦楝,咖啡,0
林家铺子一医生，救死扶伤立大功，不打针来不抓药，敲敲打打便轻松。 （打一动物）,小鸟,千里光,下蛋,霸王龙,蛤蜊,2
身体长成半球形，七颗星星背上缝，人们叫它花大姐，棉花地里治蚜虫。 （打一动物）,蝴蝶,七星瓢虫,蜻蜓,长尾巴,小老鼠,0
一个小嘴老公公，喊出声来“哄哄哄”，肚里装着一团火，嘴里吐出一股风。 （打一电器）,热得快,取暖器,熨斗,空调,电吹风,4
留守母亲 （打二字称谓）,表姐,听话,祭酒,渣男,徐娘半老,0
下井投石 （中药名）,桑菊饮,安期岛,没药,兜娄婆香,日式高汤,2
脸皮厚，肚子空，打它三棍子，它喊痛痛痛。 （打一物）,人造卫星,靰鞡,指南针,火钳,被子,3
凌空一脚 （称谓职务）,道长,名满天下,撇口,方壶,高足,4
我从工厂过，见一古怪货，屋里藏半个，外面竖半座。 （打一物）,轿,探照灯,戴上,刨子,洞箫,3
从小爱打架 （鸟名）,狗,猫头鹰,青蛙,八哥,鹦鹉,0
头尖口大称秋刀，形似细鞭身材好。 （打一动物）,豚鼠,丹顶鹤,老虎,鹤,虾,3
安全人人挂心怀 （打一古代著作）,通典,太平广记,酉阳杂俎,朝野佥载,后汉书,3
小结 （打俗语三字）,曲阳鬼,自负盈亏,毋容置疑,没良心,合得来,4
哥儿两个一样大，小小辫子圆脑瓜，不见面时不说话，碰在一起就打架。 （打一物）,铅球,油汀,自言自语,斗笠,碗,4
老头子哼哼哼，坐在火里不起身。 （打一常用物品）,肥皂,肥皂,牙膏,暖瓶,沐浴露,0
嘴长颈长脚也长，红顶光头批白毛。 （打一动物）,丹顶鹤,绿头鸭,白鹭,天鹅,黑鹳,2
老公公，胖墩墩，歪歪斜斜站不稳，不吃不喝不睡觉，一天到晚好精神。 （打一物品）,木偶,陀螺,秤砣,不倒翁,敲鼓,2
秤杆与秤砣 （打一成语）,毋庸置疑,息息相关,有着,密不可分,天壤之别,3
试问卷帘人 （旧称谓）,进士,插队落户,阴宅,老书记,财主,0
偷梁换柱 （打一中草药名）,旋复花,雀儿酥,鹤虱,益智,苏子,1
梦回吹角连营 （称谓）,方大曾,模特,新闻人,战地记者,探险家,0
个子虽不大，浑身是武器，见敌缩成团，看你奈我何（打一动物名）,刺猬,狗熊,马蜂,一只狼,兔子,3
仅留中间那部分 （打一成语）,无头无尾,不知所云,似是而非,离题万里,言犹未尽,0
从小青，长大红，穿个开裆裤，露个黑眼睛。 （打一植物）,蒜,葱,花椒,香油,1218直播节,2
长途电话 （打一成语）,繁荣,笔下生花,一朝天子一朝臣,傲霜枝,失之交臂,4
薄薄口子啃骨头，片片瘦肉口下走。 （打一厨具）,菜刀,砧板,斧头,木棍,锅铲,0
在娘家绿影婆娑，到夫家青少黄多，受折磨历尽风波，一提起泪洒江河。 （打一物）,脱粒机,写数字,漏勺,灯台,砚台,0
初渡泉城 （打一成语）,不三不四,确切,蛀虫,与虎谋皮,蟾蜍,0
思想现代化 （打一成语）,人心不古,唯利是图,盗亦有道,沦丧,世风日下,0
读九九 （打成语一）,一意孤行,水火不容,误人子弟,虚怀若谷,威风扫地,2
圆绿叶，开白花，结个黄蛋在地下。 （打一植物）,马铃薯,土豆,绿色蔬菜,玉米,猕猴桃,3
宇宙飞船密封要好 （六字俗语）,天机不可泄露,世外高人,千万别说,守口如瓶,君子一言,0
两兄弟，手拉手一个转，一个走。 （打一文具）,剪刀,橡皮,尺子,铅笔,圆规,0
大男子 （打成语一）,气急败坏,拾金不昧,人言可畏,声威天下,幽期密约,2
橙黄绿青蓝紫 （中药名）,牛蒡子,蕊黄,天花粉,树妖,冬青,1
枝杈 （打一成语）,罪恶的深渊,因果循环,所托非人,一念之差,执迷不悟,3
小子行大运 （打一《聊斋志异》篇目）,邓瀛,司马迁,汪可受,刘应节,孙必振,4
庄稼人喜欢包产到户 （打一称谓）,北京晚报,妹妹的男朋友,三儿,大夫,贵夫人,3
煤堆 （打成语一）,好景不长,一来二去,过犹不及,不翼而飞,我写诗,1
应为广西献余热 （打一成语）,大器晚成,令人钦佩,老当益壮,中流砥柱,年富力强,2
说与人人道 （称谓）,丈夫,随员,上班族,臧孙辰,僧人,0
贾蓉贾兰皆独子 （打四字电视剧名）,至尊红颜,还珠格格,甄嬛传,甄嬛传,甘十九妹,1
一朵芙蓉头上开，彩衣不用剪刀裁，果然是个英雄汉，高歌一曲万户开。 （打一动物）,白鲸,青蛙,大雁,月亮,黑鸟,0
头回摸彩中大奖 （打一成语）,大显身手,一触即发,硝烟四起,胜利在望,蠢蠢欲动,1
子谓子产 （聊斋志异篇目）,哈密瓜,发髻,聊斋异志,祭酒,青凤,2
年老年少不一心，还有麻绳系成亲，只等三年生贵子，有红有绿爱煞人。 （打一水果）,小菠萝,西瓜,沙果,桃子,草莓,1
简历 （打一古代著作）,子不语,三辅黄图,高鹗,水浒,凯子,0
一哄而散 （打一古代著作）,将进酒,别赋,橘颂,香草美人,离骚,1
子美宅中绝宾期 （打一成语）,不翼而飞,鬻儿卖女,渊源流长,反咬一口,寅吃卯粮,0
水帘洞石猿创业 （五字俗语）,高风亮节,大而无当,老交情,老交情,老交情,0
兴冲冲投奔小李广 （打一成语）,成群结队,任人摆布,糊涂一时,推土机,优柔寡断,3
轻拢慢捻抹复挑 （打一称谓）,观众,令郎,进士,幼儿园班级,宦业,1
红包单，包稀饭，又好吃，又好看。 （打一植物）,百合,芳,牵牛花,油茶,梅,0
体瘦心肠直，身上嘴巴多，躺下常受气，受气就唱歌。 （打一物）,风钻,铸币,渔钩,彩带,砚台,0
正是见钱开眼耳 （报刊名）,世界博览,中央公园,血性本色,我的孤独，只剩爱你,欢乐英雄,0
发票开后本人留 （打一成语）,乘人不备,鸠占鹊巢,独吞,据为己有,完璧归赵,0
谈生意高手 （电讯产品）,计算器,商务通,邮件群发,短信营销,电脑,3
一穿青，二穿夹，娘上天，儿钻地。 （打一植物）,松树,芭蕉,杂草,一棵,竹子,4
荷香透肺腑 （打一中药名）,马齿苋,大青叶,鱼腥草,穿心莲,苦苣,3
没关水龙头（打一成语）,因噎废食,放任自流,矫枉过正,拔苗助长,置之不理,1
旭日临门早 （中国电影）,鸟声,晚钟,军装,土肥原贤二,林益盛,1
小小哥儿武器多，遇到敌人缩一坨。 （打一动物）,狗熊,马蜂,一只狼,刺猬,兔子,2
一只顺风船，白蓬红船头，划起两只桨，湖上四处游 （动物）,山羊,鸡,鸽,鸭,鹅,2
石门石槛石栏杆，我在家中唱歌弹，家家孩童来寻我，吵得我家不安耽。 （打一动物）,纺织娘,云天,凤凰,军舰鸟,鳄,1
久居东瀛 （打一成语）,天下没有不散的宴席,再见,你我之间,来日方长,也许以后,3
无所谓的牺牲 （打一成语）,盗匪,杀人灭口,占山为王,打家劫舍,亡命之徒,1
外强中干 （歌曲名）,明月千里寄相思,一笔勾销,把悲伤留给自己,那就是我,风中有朵雨做的云,3
闪烁其辞 （打三字口语）,谁知道,别着急,真没想到,也许以后,说不定,0
狼牙山壮士跳崖 （打成语一）,钦佩不已,无限崇拜,五体投地,目瞪口呆,喜出望外,2
未曾生崽娘先死，娘死几年崽才生，细雨飘飘来养我，不知哪日报娘恩。 （打一植物）,香菇,木耳,豆腐皮,菠菜,海带,0
一座石山真好看，成天有人围它转，明明种的是粮米，偏偏收的是白面。 （打一物）,匾,算盘,晴雨表,转笔刀,黑洞洞,1
白干 （打成语一）,适得其反,空谈,愚行,竭尽,徒劳无益,4
杀鸡取卵 （打成语一）,否则,前功尽弃,在所难免,得不偿失,引火烧身,3
国际贸易 （打一称谓）,黄蜂,徒步,大夫,牵蔓,陪酒女郎,2
红色甲克长黑点，捕虫专家它最行。 （打一动物）,草蜢,巨沙螽,黄雀,咪咪,长臂猿,2
艾服之年 （汽车品牌一）,捷达,奥迪,丰田,马自达,日产,2
不许优亲厚友·卷帘格 （商品名）,便笺纸,十八春,灯泡,便笺纸,百达翡丽,4
锻件 （打成语一）,锋芒毕露,洗礼,岁月的沉淀,铜筋铁骨,千锤百炼,4
有个东西满身麻，钢针刺它也不怕，爸爸从来不爱它，妈妈手上过生涯。 （打一物）,夹子,顶针,线缝,绞丝,锉刀,3
在家清清白白，出门就把锤挨，千里万里走过，肚皮又被剖开。 （打一物）,信封,箱子,贺卡,一沓,烟盒,1
传至胡亥运祚不长 （鸟名）,禽言,姑恶,伯劳,雁,秦吉了,4
插翅虎挡路行劫 （打成语一）,匆匆而过,一决雌雄,囊萤映雪,目空一切,后顾之忧,3
孟母三迁 （鸟名）,思归乐,子规,杜宇,凄切,莺,1
眼如铜铃，身像铁钉，有翅无毛，有脚难行 （动物）,低飞,瓢虫,蜻蜓,透明的翅膀,蝴蝶,4
塞北梅开羌笛吹 （打成语一）,徒有其表,花里胡哨,简洁,吸引眼球,华而不实,1
太极者，阴阳统一也 （体育称谓）,金腰带,拳王,挑战者,播求,名模,1
西天取经谁开路 （打俗语三字）,没出息,骚,小心眼,毋容置疑,倒苦水,0
一身金钱袍，猫脸性残暴，爬树且游水，嗜肉不食草（打一动物名）,龙,白蝴蝶,雪鸡,驴,猪,0
此物生在东海西，又无鳞甲又无衣，虽然不入红绿眼，常与诗人作嘴儿。 （打一动物）,墨鱼,蚬子,海螺,沙蟹,蛤蜊,0
生在青山叶里藏，浑身背的是刀枪，文官武官都不怕，只怕腊月打明霜。 （打一动物）,棕熊,孤鸿,冠斑犀鸟,蛐蛐儿,鹌鹑,0
暴躁冲动办事难 （打成语一）,麻烦上身,诡谲,肤皮潦草,有进无退,能刚能柔,0
匆匆上任 （打一成语）,为人师表,等而下之,得心应手,最终目的,末位淘汰制,1
糖果广告 （打一成语）,说情话,逢场作戏,制造浪漫,山盟海誓,甜言蜜语,4
秆儿长长叶儿圆，开的花儿紫又蓝，牲口吃老人吃嫩，一年能割两三茬。 （打一植物）,马齿苋,秸秆,黑枣,芍药,葡萄,1
巨木 （打一成语）,稳扎稳打,破局,立于不败之地,一拍即合,水到渠成,0
十五不出门 （打一成语）,又爱又恨,望而却步,陌生,无人问津,难于上青天,3
红灯笼，绿宝盖，十人见了九人爱。 （果蔬）,荸荠,松籽,核桃,核桃,莲藕,4
百分法 （文具名）,尺子,橡皮,铅笔,剪刀,圆规,0
在外肥又胖，在家瘦模样，忙时汗淋淋，闲时靠着墙。 （打一生活物）,衣架,我的帽子,雨伞,针线包,就在你身后,2
出郭相扶将 （古称谓职务）,进士,前途无量,举人,状元,探花,2
两根胡须一块肉，背上背着窝。 （打一动物）,青蛙,蜗牛,屎壳郎,乌龟,小瓢虫,3
提货通知 （打一成语）,妙语连珠,信手拈来,引经据典,言之有物,遣词造句,3
事父母儿谏 （鸟名）,子规,杜宇,莺,凄切,思归乐,0
兄弟姐妹真漂亮，天天并肩在一起；少年时爱穿绿，老年时爱穿黄。 （打一水果）,莲子,杏子,柳橙,释迦果,木菠萝,1
分明杨梢挂缺月 （食品）,烧麦,华夫饼,黑米糕,冰淇淋,大头菜,0
修复古画保管好 （打成语一）,匹夫有责,民族危机,救亡图存,投笔从戎,维新运动,2
飞来一群白天鹅，扑通扑通跳下河。浮出水面才捞起，人人见了笑呵呵。 （打一食物）,冰棍,一支雪糕,煎饼,腌萝卜,酱瓜,0
奇怪奇怪真奇怪，肠子长在肚皮外，肚子底下三条腿，夹个尾巴斜又歪。 （打一物）,井绳,碾子,石磙,水车,辘轳,4
知子莫若父 （打六字口语）,无所谓,你说的对,一笑而过,随便吧,没什么大不了,4
恰似美人浴 （打一成语）,吃不开,呼风唤雨,左右逢源,无人能敌,如鱼得水,4
君子之交 （中药名）,鹰嘴,核桃,柳树,防已,逍遥散,1
一朵芙蓉出碧波 （花卉树木）,虾池,芦苇,坑塘,稗草,水浮莲,0
读书非药能医俗 （打一成语）,欢天喜地,擢发难数,金榜提名,报答,厉声,2
红船头，黑篷子，二十四把快篙子，撑到人家大门前，吓坏多少小孩子（打一动物名）,毒虫,蟾蜍,蛇,蜈蚣,巨蟒,3
燕尾 （四字电影）,心路历程,点点滴滴,难忘的人,三年时光,朝夕相处,4
抿嘴笑，半边歪，有红有绿人人爱。 （打一水果）,沙果,小菠萝,草莓,西瓜,桃子,3
是鹅不能高空飞，白肚黑衣颤巍巍；成群结队翘首望，冰天雪地过得美。 （打一动物）,企鹅,红袋鼠,北极熊,非洲动物,海豹,0
自在舒闲一放翁 （古代著作）,诗品,述而不作,王茂生进酒,石头记,独立苍茫自咏诗,4
花前蜻蜓点点飞，四面环山春意浓 （水果）,枇杷,柚子,西瓜,三星,三星,0
铁打一只船，红娘在里边，小雨哗哗下，船到水就干 （物品）,砚台,描红本,清洁剂,印泥,抹布,3
毛毛的，不沾湿，清洁家电好帮手。 （打一生活用具）,扫帚,扫帚,扫帚,鸡毛掸子,鸡毛掸子,0
背背有些驼，牙齿生得多；虽然没头发，爱在头上摸。 （打一物）,光荣花,茶叶,顶盖,吊耳,轿子,1
醉酒搓麻将胜率低 （打一成语）,营生,下笔如有神,积重难返,横扫千军,尽忠,3
险遭宫刑 （打一成语）,苍生涂炭,漉血,累卵之危,安邦定国,为民父母,2
螳螂捕蝉 （打俗语五字）,胡搅蛮缠,一口咬定,大变样,今天才发现,激恼,3
尾扁嘴扁脑半球，无牙可爬亦可游。 （打一动物）,水獭,犰狳,鸭嘴兽,疣猪,狐猴,2
险超俄国迎凯旋 （打成语一）,人人自危,二话不说,情话绵绵,刚毅木讷,红装素裹,0
自鸣钟 （常言俗语三字）,怄气,对着干,没事找事,耍性子,闹别扭,4
又画鼻子又画眉 （打一称谓）,爱迪生,黄蜂,潜水员,忘年交,银幕,4
诊金 （八字谚语）,漫天讨价,漫天讨价,丁前溪,世兄,何老七,0
少年食尽愁滋味·掉首格 （四字电影）,对不起，我爱你,碧海丹心,胜利重逢,头尾灯鱼,高山下的花环,2
浑身艳丽穿花衣，甘菊凤在花中行。 （打一动物）,兀鹫,喜鹊,蟾蜍,松鼠,沈文程,3
住在高处，忙着纺织，自己不穿新衣裳。 （打一动物）,怪物,蜥蜴,蝎子,蜘蛛,虫,4
身体是个半球形，背上背着七颗星。蚜虫见了最怕它，棉花丰收全靠它。 （打一动物）,蝴蝶,蜻蜓,七星瓢虫,长尾巴,小老鼠,0
小胖子，寸把高，细白麻子水蛇腰。 （打一植物）,花生,核桃,腰果,蚕豆,南瓜籽,2
头重脚轻嘴扁，无事总是溜边，跑到地里干活，回家跳上人肩。 （打一物）,天花板,高跷,拖船,烟草,金刚杵,1
竹叶梅花相间开 （常言俗语四字）,不长进,名不虚传,无欲则刚,天天,好不容易,1
卡 （千字文一）,长虑顾后,上和下睦,仁悌,仁悌,子孝父慈,1
书房谈天 （打一小说名）,三言两拍,搜神记,罗刹海市,红楼梦,聊斋,4
曰南北，曰东西 （打一成语）,一五一十,天生富贵,结仇,惊颤,发怵,0
东西之道 （打一成语）,引经据典,信手拈来,妙语连珠,言之有物,遣词造句,3
日月潭 （中药名）,净壶,中药,金银花露,阴阳水,盖瓯,3
翻砂造型 （打一常用成语）,指鹿为马,唯唯诺诺,腹背受敌,马屁精,江湖相见,0
红被面，白被里，兄弟多，挤一挤。 （打一水果）,香蕉,橘子,梨,菠萝,草莓,2
吃得白又胖 （打一成语）,不测风云,撇清,危如累卵,上苍保佑,落网,3
秤的研究 （打一古代著作）,楚辞,宋史,浦起龙,山海经,西厢记,0
圆圆脑袋樱桃色，深深埋在土里头，青青尾巴外面留，营养美味各种有。 （打一蔬菜）,南瓜,柿子椒,西兰花,菠菜,胡萝卜,0
兄弟七八个，挨着排排坐，坐相不太好，腰弯背也驼。 （打一植物）,草莓,果实,蒜头,马齿苋,芭蕉,1
